State,Vehicle_Type,Weather_Condition,Road_Condition,Road_Type,Time_of_Day,Speed_kmph,Crash_Force_kN,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Usage,Emergency_Response_Time_min,Driver_License,Gender,Severity,Number_of_Fatalities,Year,Month,Timing
Tamil Nadu,Bike,Clear,Damaged,Rural,Morning,67.1,90.92,Yes,Not Applicable,Yes,No,27,No,Female,Fatal,4,2021,May,10:53
Rajasthan,Truck,Clear,Wet,Urban,Night,62.4,97.44,Not Applicable,Yes,Yes,No,29.7,Expired,Male,Fatal,4,2019,August,1:01
Rajasthan,Truck,Clear,Wet,Highway,Night,83.7,119.56,Not Applicable,Yes,Yes,Yes,18.2,No,Male,Fatal,7,2019,December,0:05
Maharashtra,Truck,Foggy,Wet,Highway,Evening,93.1,146.98,Not Applicable,No,No,No,24.1,Yes,Male,Fatal,3,2024,November,18:21
Karnataka,Bus,Clear,Wet,Highway,Morning,79.1,122.06,Not Applicable,Yes,Yes,Yes,14.8,No,Male,Fatal,42,2019,February,4:06
Tamil Nadu,Bus,Rainy,Wet,Urban,Night,49.5,75.32,Not Applicable,Yes,No,Yes,18.3,No,Male,Fatal,25,2024,November,3:54
Uttar Pradesh,Bike,Clear,Wet,Highway,Afternoon,79.1,124.33,No,Not Applicable,No,No,19.6,No,Male,Fatal,4,2024,October,16:58
Uttar Pradesh,Truck,Rainy,Wet,Highway,Night,100.5,132.81,Not Applicable,Yes,No,No,10.4,Yes,Male,Fatal,3,2021,June,0:25
Uttar Pradesh,Car,Clear,Wet,Highway,Morning,75.8,116.48,Not Applicable,No,No,Yes,26.4,No,Male,Fatal,8,2021,May,10:00
Rajasthan,Bike,Clear,Dry,Highway,Evening,88,135.9,Yes,Not Applicable,No,No,28.6,Expired,Female,Fatal,3,2024,August,19:39
Karnataka,Bus,Rainy,Dry,Highway,Night,85.9,123.07,Not Applicable,No,Yes,No,33.3,Expired,Male,Fatal,14,2020,May,1:20
Uttar Pradesh,Bike,Clear,Wet,Highway,Afternoon,91.3,139.91,Yes,Not Applicable,Yes,Yes,26.9,Yes,Female,Fatal,5,2021,July,16:25
Gujarat,Bike,Rainy,Dry,Urban,Night,43,57.07,Yes,Not Applicable,Yes,No,18.7,No,Male,Fatal,4,2023,July,1:50
Rajasthan,Truck,Clear,Wet,Highway,Morning,89.3,129.51,Not Applicable,No,Yes,No,33.7,Yes,Male,Fatal,5,2022,August,5:42
Rajasthan,Bike,Rainy,Wet,Highway,Morning,89.4,141.28,Yes,Not Applicable,Yes,No,16.1,Yes,Female,Fatal,5,2024,January,6:57
Maharashtra,Car,Foggy,Damaged,Urban,Night,45.8,73.18,Not Applicable,Yes,Yes,No,31.6,No,Male,Fatal,9,2022,September,0:12
Maharashtra,Truck,Clear,Wet,Rural,Evening,66.4,94.64,Not Applicable,Yes,Yes,No,13.7,No,Male,Fatal,7,2020,April,19:16
Tamil Nadu,Truck,Clear,Wet,Highway,Night,115.8,182.11,Not Applicable,Yes,No,Yes,10.1,No,Male,Fatal,3,2023,January,22:32
Karnataka,Car,Rainy,Wet,Urban,Afternoon,66.7,86.81,Not Applicable,Yes,Yes,Yes,20.2,No,Female,Fatal,12,2022,October,13:29
Tamil Nadu,Bike,Foggy,Damaged,Urban,Night,38.3,50.52,No,Not Applicable,Yes,No,30.5,Yes,Male,Fatal,5,2021,December,2:39
Uttar Pradesh,Car,Rainy,Dry,Highway,Night,77.2,121.75,Not Applicable,No,No,Yes,33.8,No,Female,Fatal,3,2021,June,23:04
Tamil Nadu,Truck,Rainy,Damaged,Highway,Night,89.8,124.19,Not Applicable,Yes,Yes,No,15.8,No,Male,Fatal,4,2023,November,23:51
Maharashtra,Bike,Clear,Damaged,Highway,Evening,111.3,145.64,Yes,Not Applicable,Yes,Yes,22.1,Expired,Female,Fatal,4,2022,April,17:58
Maharashtra,Bike,Clear,Damaged,Highway,Night,92.2,142.8,No,Not Applicable,No,Yes,15.6,Yes,Female,Fatal,3,2019,August,3:21
Maharashtra,Bike,Rainy,Wet,Highway,Night,91.2,120.19,Yes,Not Applicable,Yes,Yes,22.7,Yes,Male,Fatal,3,2020,January,2:29
Uttar Pradesh,Bus,Rainy,Wet,Highway,Afternoon,83.4,122.05,Not Applicable,Yes,Yes,No,16.1,No,Male,Fatal,42,2023,December,16:04
Uttar Pradesh,Bike,Rainy,Damaged,Rural,Morning,58.2,82.64,No,Not Applicable,Yes,No,13.4,No,Male,Fatal,7,2021,December,7:13
Maharashtra,Bus,Clear,Dry,Rural,Night,84.2,124.05,Not Applicable,No,Yes,No,34.7,No,Male,Fatal,9,2019,February,21:10
Uttar Pradesh,Car,Clear,Wet,Urban,Evening,65.2,85.07,Not Applicable,Yes,Yes,No,11.9,No,Female,Fatal,7,2024,July,17:50
Karnataka,Bike,Rainy,Dry,Highway,Afternoon,97.4,133.81,Yes,Not Applicable,No,No,20.7,Yes,Male,Fatal,1,2019,January,12:02
Karnataka,Car,Clear,Dry,Highway,Evening,106.1,168.36,Not Applicable,Yes,Yes,No,33.3,Expired,Female,Fatal,3,2023,October,20:40
Tamil Nadu,Bus,Rainy,Wet,Rural,Morning,71.8,107.08,Not Applicable,Yes,Yes,Yes,18.8,Yes,Male,Fatal,21,2020,February,7:16
Gujarat,Bike,Rainy,Wet,Highway,Night,101.2,143.88,Yes,Not Applicable,No,No,13.8,No,Female,Fatal,3,2023,August,3:10
Maharashtra,Bike,Rainy,Damaged,Highway,Afternoon,93.4,126.72,No,Not Applicable,No,Yes,28.7,Yes,Female,Fatal,3,2024,April,13:26
Maharashtra,Bike,Clear,Wet,Highway,Night,99.6,142.17,No,Not Applicable,Yes,Yes,12,Yes,Male,Fatal,5,2020,August,21:10
Tamil Nadu,Bike,Clear,Dry,Highway,Night,99.9,139.8,Yes,Not Applicable,Yes,No,26.6,Yes,Female,Fatal,2,2022,September,1:27
Gujarat,Bus,Rainy,Damaged,Urban,Morning,53.1,80.9,Not Applicable,Yes,Yes,No,18.6,No,Male,Fatal,22,2024,January,4:20
Rajasthan,Car,Rainy,Wet,Rural,Morning,54.6,86.77,Not Applicable,Yes,No,Yes,11.8,No,Female,Fatal,5,2022,October,5:26
Maharashtra,Truck,Foggy,Damaged,Rural,Night,76.4,117.69,Not Applicable,Yes,Yes,No,25.2,Yes,Male,Fatal,5,2019,April,1:18
Rajasthan,Bike,Clear,Damaged,Highway,Night,103.6,156.87,No,Not Applicable,Yes,Yes,21.1,No,Female,Fatal,7,2024,January,3:22
Rajasthan,Bike,Clear,Wet,Urban,Night,49,74.13,No,Not Applicable,Yes,Yes,25,Expired,Female,Fatal,6,2020,January,21:49
Rajasthan,Bike,Clear,Wet,Highway,Evening,103.5,154.17,Yes,Not Applicable,Yes,No,25.8,No,Female,Fatal,4,2020,February,17:23
Tamil Nadu,Bike,Rainy,Damaged,Highway,Morning,84.3,121.31,Yes,Not Applicable,Yes,No,26.1,Expired,Male,Fatal,6,2020,October,4:54
Rajasthan,Bike,Foggy,Damaged,Highway,Afternoon,85.3,132.88,No,Not Applicable,Yes,No,18.1,Yes,Male,Fatal,5,2022,June,12:18
Gujarat,Bike,Clear,Wet,Urban,Morning,47.3,72.53,Yes,Not Applicable,Yes,Yes,26.2,No,Female,Fatal,7,2022,April,4:16
Uttar Pradesh,Car,Clear,Wet,Highway,Evening,80.2,125.57,Not Applicable,Yes,Yes,Yes,22.3,Yes,Female,Fatal,6,2024,December,19:46
Gujarat,Bike,Foggy,Dry,Highway,Afternoon,83.1,123.64,Yes,Not Applicable,Yes,Yes,26.8,No,Male,Fatal,4,2023,June,16:51
Karnataka,Truck,Clear,Wet,Highway,Morning,98.6,149.1,Not Applicable,Yes,Yes,No,18.5,Yes,Male,Fatal,3,2024,January,10:08
Tamil Nadu,Bike,Rainy,Wet,Urban,Morning,54.4,71.25,No,Not Applicable,No,No,23.4,No,Female,Fatal,4,2024,February,6:16
Rajasthan,Bus,Clear,Wet,Rural,Night,78.5,112.65,Not Applicable,Yes,Yes,No,21.2,No,Male,Fatal,47,2022,November,22:56
Rajasthan,Car,Rainy,Dry,Highway,Morning,92.5,147.03,Not Applicable,Yes,Yes,No,34.4,No,Female,Fatal,3,2023,May,4:27
Rajasthan,Car,Rainy,Wet,Rural,Morning,59.1,77.62,Not Applicable,No,Yes,No,34.2,Yes,Female,Fatal,5,2023,February,8:19
Rajasthan,Bike,Clear,Wet,Urban,Night,71.9,95.95,Yes,Not Applicable,Yes,Yes,24.5,Yes,Female,Fatal,3,2023,April,23:09
Uttar Pradesh,Bus,Rainy,Wet,Highway,Evening,97,130.19,Not Applicable,Yes,Yes,No,30.9,Yes,Male,Fatal,14,2022,October,17:25
Uttar Pradesh,Bike,Foggy,Damaged,Rural,Morning,77.9,119.54,No,Not Applicable,No,Yes,29.3,Expired,Male,Fatal,4,2020,June,5:25
Karnataka,Car,Rainy,Wet,Highway,Evening,94,149.14,Not Applicable,No,No,No,20.5,Yes,Male,Fatal,2,2023,October,19:40
Maharashtra,Bike,Foggy,Wet,Highway,Night,76.4,114.49,Yes,Not Applicable,Yes,No,13.8,Expired,Male,Fatal,4,2022,June,22:33
Maharashtra,Truck,Clear,Wet,Highway,Night,98.1,156.59,Not Applicable,Yes,Yes,No,11.3,Yes,Male,Fatal,3,2024,June,0:52
Tamil Nadu,Bike,Rainy,Wet,Urban,Morning,48.5,70.82,No,Not Applicable,No,No,11,No,Female,Fatal,4,2022,April,8:16
Uttar Pradesh,Bike,Clear,Damaged,Urban,Morning,67.3,106.69,No,Not Applicable,Yes,Yes,23.9,No,Female,Fatal,7,2020,August,11:53
Uttar Pradesh,Bike,Rainy,Wet,Urban,Afternoon,57.6,90.91,No,Not Applicable,No,No,32.4,No,Female,Fatal,4,2022,November,16:55
Rajasthan,Car,Rainy,Damaged,Rural,Morning,50.7,69.29,Not Applicable,No,No,No,24.1,No,Female,Fatal,4,2020,January,6:13
Uttar Pradesh,Truck,Clear,Wet,Urban,Night,43.1,64.86,Not Applicable,No,Yes,Yes,22.8,No,Male,Fatal,7,2022,March,23:26
Maharashtra,Bike,Foggy,Wet,Rural,Evening,75.7,116.42,No,Not Applicable,Yes,Yes,16.5,Yes,Female,Fatal,3,2022,November,18:19
Maharashtra,Truck,Clear,Wet,Rural,Morning,68,101.44,Not Applicable,Yes,Yes,Yes,15.6,No,Male,Fatal,7,2019,September,4:43
Uttar Pradesh,Car,Foggy,Damaged,Urban,Morning,61.4,95.83,Not Applicable,Yes,Yes,Yes,21,No,Female,Fatal,9,2021,March,7:03
Rajasthan,Truck,Clear,Wet,Urban,Evening,44.7,70.87,Not Applicable,No,Yes,Yes,29.4,Yes,Male,Fatal,5,2021,September,17:54
Karnataka,Bike,Rainy,Damaged,Rural,Night,54.3,82.51,Yes,Not Applicable,Yes,No,28.3,Yes,Female,Fatal,3,2023,October,1:29
Uttar Pradesh,Bike,Rainy,Dry,Rural,Night,58,79.29,No,Not Applicable,Yes,Yes,15.9,Yes,Female,Fatal,3,2021,September,0:18
Maharashtra,Truck,Rainy,Damaged,Highway,Night,75.9,118.26,Not Applicable,Yes,Yes,No,25.8,Yes,Male,Fatal,3,2020,August,21:17
Uttar Pradesh,Bike,Clear,Damaged,Urban,Afternoon,53.5,76.45,No,Not Applicable,Yes,Yes,18.7,Yes,Female,Fatal,5,2020,September,14:40
Maharashtra,Truck,Clear,Wet,Highway,Night,110.2,154.04,Not Applicable,Yes,No,Yes,20.8,Yes,Male,Fatal,2,2023,June,2:42
Rajasthan,Truck,Clear,Damaged,Highway,Evening,82.2,123.52,Not Applicable,Yes,No,Yes,13.9,Expired,Male,Fatal,4,2021,April,18:05
Rajasthan,Car,Foggy,Damaged,Rural,Morning,58.4,89.63,Not Applicable,Yes,Yes,No,20.7,No,Male,Fatal,4,2022,February,10:54
Rajasthan,Car,Rainy,Dry,Urban,Afternoon,59.4,82.87,Not Applicable,No,Yes,No,30.6,Yes,Male,Fatal,2,2021,March,15:19
Karnataka,Bike,Foggy,Wet,Highway,Night,106.5,160.31,Yes,Not Applicable,Yes,No,33,No,Female,Fatal,4,2024,February,22:59
Rajasthan,Bike,Foggy,Wet,Urban,Night,56.6,74.92,No,Not Applicable,No,Yes,20.8,Expired,Female,Fatal,3,2024,December,22:38
Gujarat,Car,Clear,Wet,Highway,Morning,101.5,144.73,Not Applicable,Yes,Yes,Yes,27.8,Yes,Male,Fatal,5,2023,June,5:32
Gujarat,Bike,Rainy,Dry,Urban,Morning,63.8,96.48,No,Not Applicable,Yes,Yes,19.1,No,Female,Fatal,4,2023,January,8:22
Tamil Nadu,Bike,Rainy,Damaged,Urban,Evening,38.7,61.18,No,Not Applicable,Yes,No,23.4,Yes,Male,Fatal,5,2019,June,17:05
Karnataka,Bike,Rainy,Damaged,Highway,Night,108.9,164.57,Yes,Not Applicable,No,Yes,25.7,No,Male,Fatal,4,2022,May,2:21
Rajasthan,Bike,Clear,Dry,Highway,Night,109.9,163.77,Yes,Not Applicable,No,No,14.4,Yes,Female,Fatal,2,2023,August,1:32
Gujarat,Bus,Rainy,Wet,Highway,Night,77.8,104.93,Not Applicable,Yes,Yes,No,22,Yes,Male,Fatal,27,2019,June,22:17
Tamil Nadu,Bike,Clear,Wet,Urban,Afternoon,69.4,108.37,No,Not Applicable,Yes,Yes,17,Yes,Female,Fatal,3,2023,January,14:59
Uttar Pradesh,Bike,Foggy,Wet,Urban,Night,65,101.46,Yes,Not Applicable,Yes,No,11.6,No,Male,Fatal,4,2022,May,22:14
Karnataka,Car,Rainy,Wet,Rural,Morning,74.8,107.66,Not Applicable,Yes,Yes,No,27.1,Yes,Female,Fatal,5,2021,August,11:13
Tamil Nadu,Truck,Rainy,Dry,Highway,Night,89.6,142.22,Not Applicable,Yes,Yes,No,34.5,Yes,Male,Fatal,2,2019,May,22:22
Maharashtra,Bike,Clear,Damaged,Highway,Morning,90.5,125.96,No,Not Applicable,Yes,Yes,20.7,Yes,Female,Fatal,5,2024,November,5:42
Gujarat,Truck,Foggy,Damaged,Rural,Night,66.5,97.01,Not Applicable,No,Yes,No,25.2,Yes,Male,Fatal,5,2021,January,2:49
Tamil Nadu,Bike,Rainy,Wet,Urban,Evening,37.2,56.8,No,Not Applicable,Yes,No,24.2,Expired,Female,Fatal,6,2021,February,18:32
Karnataka,Car,Rainy,Damaged,Urban,Night,68.5,96.96,Not Applicable,Yes,No,No,26.7,No,Female,Fatal,7,2019,November,22:18
Maharashtra,Bike,Clear,Damaged,Highway,Night,99.7,139.68,No,Not Applicable,No,No,15.2,No,Female,Fatal,3,2024,October,22:01
Karnataka,Bike,Clear,Wet,Rural,Morning,50.8,79.77,Yes,Not Applicable,Yes,No,13.5,No,Male,Fatal,4,2023,January,9:38
Uttar Pradesh,Truck,Rainy,Wet,Rural,Afternoon,63.3,89.08,Not Applicable,Yes,Yes,Yes,22.3,Yes,Male,Fatal,3,2021,June,13:36
Maharashtra,Bike,Rainy,Wet,Rural,Night,76.2,115.92,Yes,Not Applicable,Yes,No,32.9,Yes,Male,Fatal,3,2020,June,21:01
Rajasthan,Car,Rainy,Damaged,Urban,Night,68.2,100.85,Not Applicable,Yes,Yes,No,33.1,Yes,Male,Fatal,5,2022,May,1:14
Rajasthan,Bike,Rainy,Wet,Highway,Morning,100,142.39,Yes,Not Applicable,Yes,No,21.8,No,Female,Fatal,4,2021,May,8:10
Karnataka,Car,Rainy,Wet,Highway,Morning,98.3,157.25,Not Applicable,Yes,Yes,No,28.1,Yes,Male,Fatal,9,2020,May,7:39
Rajasthan,Truck,Clear,Wet,Highway,Night,115.9,160.82,Not Applicable,Yes,No,Yes,18.1,Expired,Male,Fatal,3,2020,March,2:34
Rajasthan,Car,Rainy,Damaged,Highway,Night,92.4,120.85,Not Applicable,Yes,Yes,Yes,13,Yes,Male,Fatal,6,2022,May,22:14
Rajasthan,Truck,Foggy,Wet,Highway,Morning,89.8,130.09,Not Applicable,Yes,Yes,No,15.4,No,Male,Fatal,4,2024,September,7:02
Maharashtra,Car,Rainy,Damaged,Rural,Night,69.2,104.99,Not Applicable,Yes,No,Yes,26.7,No,Male,Fatal,4,2022,September,1:49
Maharashtra,Bike,Rainy,Wet,Highway,Afternoon,87.8,125.83,Yes,Not Applicable,Yes,Yes,33.5,No,Male,Fatal,4,2019,October,12:26
Karnataka,Bike,Rainy,Damaged,Urban,Morning,44.5,63.67,Yes,Not Applicable,Yes,No,22.6,No,Female,Fatal,7,2023,October,5:53
Gujarat,Car,Clear,Dry,Highway,Morning,105.6,144.97,Not Applicable,Yes,Yes,Yes,22.3,Yes,Male,Fatal,2,2020,January,5:19
Gujarat,Truck,Foggy,Wet,Rural,Afternoon,51.5,67.57,Not Applicable,Yes,Yes,Yes,10.8,Expired,Male,Fatal,6,2020,January,16:19
Maharashtra,Car,Foggy,Wet,Urban,Afternoon,52.4,76.71,Not Applicable,No,Yes,Yes,23.7,Yes,Female,Fatal,9,2023,July,15:48
Tamil Nadu,Car,Clear,Damaged,Highway,Afternoon,107.9,149.08,Not Applicable,Yes,Yes,Yes,33.7,No,Female,Fatal,8,2019,December,13:43
Karnataka,Bus,Clear,Dry,Rural,Afternoon,79.7,124.73,Not Applicable,Yes,No,Yes,14.6,Yes,Male,Fatal,7,2020,December,13:03
Gujarat,Bus,Foggy,Damaged,Highway,Night,96.1,144.68,Not Applicable,Yes,No,Yes,27.1,Yes,Male,Fatal,23,2022,September,21:14
Karnataka,Bike,Clear,Damaged,Highway,Evening,96.8,138.68,No,Not Applicable,Yes,No,16.3,Yes,Male,Fatal,5,2020,December,19:59
Rajasthan,Car,Foggy,Wet,Highway,Evening,87.3,139.38,Not Applicable,Yes,No,Yes,27.8,No,Female,Fatal,5,2021,September,17:58
Rajasthan,Car,Clear,Damaged,Highway,Night,78.6,110.39,Not Applicable,Yes,Yes,Yes,29,No,Female,Fatal,8,2023,June,3:34
Rajasthan,Car,Rainy,Wet,Rural,Night,48.3,73.42,Not Applicable,Yes,Yes,No,31.8,Yes,Male,Fatal,9,2023,May,22:10
Karnataka,Car,Clear,Dry,Urban,Morning,44.8,60.89,Not Applicable,Yes,Yes,Yes,34.3,No,Male,Fatal,7,2022,January,9:35
Tamil Nadu,Bike,Clear,Dry,Highway,Night,91.2,124.08,Yes,Not Applicable,No,No,22.3,Yes,Female,Fatal,2,2019,August,0:30
Karnataka,Truck,Clear,Damaged,Highway,Evening,85,133.87,Not Applicable,No,Yes,Yes,31.9,Yes,Male,Fatal,5,2021,March,20:51
Gujarat,Truck,Rainy,Wet,Highway,Night,107.6,141.78,Not Applicable,Yes,Yes,No,26.2,Yes,Male,Fatal,3,2019,October,23:46
Maharashtra,Truck,Rainy,Wet,Highway,Morning,81.1,125.37,Not Applicable,No,Yes,No,32.6,Yes,Male,Fatal,5,2021,April,10:47
Maharashtra,Truck,Clear,Damaged,Highway,Evening,77.5,123.51,Not Applicable,Yes,No,No,19.4,Expired,Male,Fatal,3,2020,September,17:52
Gujarat,Bus,Clear,Wet,Highway,Afternoon,101.8,149.22,Not Applicable,Yes,Yes,No,24.5,Yes,Male,Fatal,10,2019,September,16:43
Tamil Nadu,Bike,Clear,Dry,Highway,Night,104.3,163.18,Yes,Not Applicable,No,No,19.4,Yes,Male,Fatal,1,2020,December,22:03
Maharashtra,Car,Rainy,Wet,Highway,Night,92.3,133.19,Not Applicable,Yes,Yes,No,18.1,No,Female,Fatal,8,2020,June,22:05
Karnataka,Bike,Foggy,Dry,Highway,Afternoon,105.5,154.52,Yes,Not Applicable,No,Yes,31.4,No,Female,Fatal,2,2021,December,16:00
Maharashtra,Car,Clear,Damaged,Rural,Morning,84.7,118.27,Not Applicable,Yes,Yes,Yes,32.4,No,Male,Fatal,7,2024,October,9:57
Karnataka,Bike,Rainy,Wet,Highway,Night,79.7,107.09,Yes,Not Applicable,No,No,29.7,Expired,Male,Fatal,4,2020,December,21:10
Tamil Nadu,Car,Foggy,Wet,Highway,Morning,95.2,130.75,Not Applicable,No,No,No,22,No,Male,Fatal,8,2020,March,8:33
Gujarat,Car,Rainy,Damaged,Rural,Morning,53.8,80.33,Not Applicable,No,No,No,26.8,No,Male,Fatal,5,2022,November,10:12
Uttar Pradesh,Bike,Rainy,Damaged,Urban,Morning,67.9,96.2,Yes,Not Applicable,Yes,Yes,16.1,No,Female,Fatal,7,2021,May,5:34
Uttar Pradesh,Bus,Clear,Damaged,Highway,Morning,107.6,147.76,Not Applicable,Yes,No,No,32.6,Expired,Male,Fatal,19,2023,November,11:33
Gujarat,Car,Rainy,Wet,Rural,Night,67.4,92.51,Not Applicable,Yes,No,No,30.2,No,Male,Fatal,4,2019,October,22:41
Maharashtra,Bike,Clear,Wet,Rural,Evening,62.8,84.08,No,Not Applicable,No,No,28.5,Expired,Female,Fatal,3,2023,July,19:50
Rajasthan,Car,Clear,Wet,Urban,Night,68.9,108.55,Not Applicable,Yes,Yes,Yes,17,Yes,Female,Fatal,5,2019,September,0:09
Tamil Nadu,Truck,Clear,Damaged,Highway,Afternoon,104.8,143.75,Not Applicable,No,No,Yes,33,Yes,Male,Fatal,3,2021,September,15:14
Karnataka,Car,Clear,Wet,Highway,Morning,108.1,146.67,Not Applicable,Yes,Yes,No,31.5,No,Female,Fatal,7,2024,August,4:11
Gujarat,Car,Foggy,Damaged,Rural,Night,79.6,103.61,Not Applicable,No,Yes,No,17.5,Yes,Female,Fatal,3,2020,May,2:50
Maharashtra,Bike,Rainy,Damaged,Urban,Night,39.5,57.29,Yes,Not Applicable,Yes,Yes,12.2,Yes,Male,Fatal,3,2019,December,2:05
Uttar Pradesh,Bike,Rainy,Wet,Rural,Evening,54.2,78.12,Yes,Not Applicable,Yes,Yes,29.9,Expired,Male,Fatal,6,2023,August,17:07
Uttar Pradesh,Bike,Rainy,Damaged,Highway,Night,105.4,144.56,Yes,Not Applicable,No,No,20.7,Yes,Male,Fatal,3,2021,July,22:00
Tamil Nadu,Truck,Foggy,Wet,Rural,Afternoon,77.5,108.95,Not Applicable,Yes,Yes,No,16,No,Male,Fatal,7,2021,January,13:47
Rajasthan,Bike,Clear,Wet,Highway,Afternoon,105.2,150.33,Yes,Not Applicable,No,No,12.1,Yes,Male,Fatal,3,2023,October,15:53
Rajasthan,Bike,Foggy,Wet,Highway,Night,102.5,152,No,Not Applicable,Yes,Yes,30.2,Yes,Male,Fatal,5,2021,February,23:54
Gujarat,Car,Foggy,Damaged,Highway,Morning,74.5,119.03,Not Applicable,No,Yes,No,27.2,Yes,Female,Fatal,5,2019,April,9:49
Maharashtra,Car,Rainy,Damaged,Highway,Night,96.5,126.8,Not Applicable,Yes,Yes,No,14.2,Yes,Female,Fatal,5,2021,February,23:54
Gujarat,Bike,Clear,Wet,Rural,Morning,53.2,83.48,Yes,Not Applicable,Yes,No,27.2,No,Female,Fatal,4,2020,January,4:48
Gujarat,Car,Clear,Damaged,Highway,Night,96.6,149.77,Not Applicable,No,Yes,No,14,Yes,Male,Fatal,6,2021,April,1:04
Uttar Pradesh,Truck,Rainy,Wet,Urban,Afternoon,37.2,57.4,Not Applicable,Yes,Yes,No,29.6,Yes,Male,Fatal,3,2020,June,15:46
Gujarat,Bike,Clear,Wet,Rural,Afternoon,57.2,76.05,Yes,Not Applicable,Yes,Yes,17.1,Expired,Female,Fatal,4,2021,February,16:59
Rajasthan,Bike,Foggy,Dry,Highway,Night,89.5,128.02,No,Not Applicable,Yes,No,16.3,Yes,Female,Fatal,2,2023,October,3:53
Gujarat,Bus,Clear,Wet,Urban,Night,65.4,88.69,Not Applicable,No,Yes,Yes,20,Yes,Male,Fatal,33,2023,June,2:52
Rajasthan,Truck,Rainy,Damaged,Highway,Afternoon,103.5,140.47,Not Applicable,Yes,Yes,Yes,34.3,Expired,Male,Fatal,4,2021,January,16:34
Gujarat,Truck,Rainy,Wet,Highway,Night,106.3,151.26,Not Applicable,Yes,Yes,No,18.6,Yes,Male,Fatal,3,2022,October,23:44
Karnataka,Bus,Clear,Wet,Highway,Morning,97.2,146.71,Not Applicable,Yes,Yes,Yes,24.3,No,Male,Fatal,35,2022,July,11:35
Gujarat,Bike,Rainy,Wet,Rural,Evening,68.5,100.14,Yes,Not Applicable,Yes,Yes,21.5,No,Male,Fatal,7,2022,September,19:59
Uttar Pradesh,Car,Clear,Damaged,Urban,Night,45.7,68.83,Not Applicable,Yes,Yes,Yes,23.2,No,Female,Fatal,8,2020,May,23:09
Maharashtra,Truck,Rainy,Wet,Highway,Evening,87.9,135.18,Not Applicable,No,Yes,No,28.9,Yes,Male,Fatal,5,2019,February,17:27
Rajasthan,Bus,Foggy,Wet,Urban,Night,55.8,85.58,Not Applicable,Yes,No,Yes,23,No,Male,Fatal,25,2019,February,22:23
Maharashtra,Bike,Clear,Wet,Urban,Night,53.2,84.19,No,Not Applicable,Yes,Yes,11.7,No,Male,Fatal,7,2023,January,21:37
Uttar Pradesh,Bike,Foggy,Damaged,Highway,Evening,78.3,112.14,Yes,Not Applicable,Yes,Yes,32.3,Expired,Female,Fatal,4,2019,March,20:58
Karnataka,Car,Foggy,Wet,Urban,Afternoon,46.8,74.86,Not Applicable,No,No,Yes,25.6,Yes,Female,Fatal,4,2024,September,14:11
Karnataka,Bike,Rainy,Damaged,Urban,Night,44,62.09,No,Not Applicable,No,No,29.8,Yes,Female,Fatal,2,2021,June,0:06
Rajasthan,Bike,Rainy,Wet,Urban,Morning,62.5,98.29,No,Not Applicable,Yes,No,10.7,Yes,Male,Fatal,3,2024,July,10:57
Maharashtra,Car,Clear,Wet,Highway,Evening,90.6,122.37,Not Applicable,Yes,Yes,No,10.6,Yes,Female,Fatal,3,2021,July,20:29
Rajasthan,Car,Clear,Damaged,Urban,Night,64.9,103.48,Not Applicable,No,Yes,Yes,12.6,No,Female,Fatal,7,2023,February,2:09
Karnataka,Car,Foggy,Damaged,Highway,Morning,104.5,164.02,Not Applicable,Yes,Yes,No,31.3,Yes,Male,Fatal,5,2020,November,7:49
Uttar Pradesh,Bike,Rainy,Dry,Highway,Morning,92.9,146.44,No,Not Applicable,Yes,Yes,13.4,No,Female,Fatal,4,2021,June,4:45
Tamil Nadu,Bike,Foggy,Wet,Urban,Night,48.9,78.18,Yes,Not Applicable,No,No,17.9,No,Female,Fatal,4,2022,January,3:14
Tamil Nadu,Truck,Clear,Wet,Highway,Night,92.7,121.33,Not Applicable,No,No,Yes,29.7,Yes,Male,Fatal,2,2023,June,3:44
Uttar Pradesh,Bike,Clear,Dry,Highway,Night,80.2,123.4,No,Not Applicable,No,No,20.2,Yes,Male,Fatal,1,2019,October,2:53
Uttar Pradesh,Car,Rainy,Damaged,Rural,Morning,61,86.82,Not Applicable,Yes,Yes,Yes,30.7,Yes,Female,Fatal,7,2022,November,6:56
Uttar Pradesh,Truck,Foggy,Damaged,Urban,Evening,37.2,57.07,Not Applicable,No,No,Yes,10.8,No,Male,Fatal,4,2022,December,19:51
Tamil Nadu,Bike,Foggy,Wet,Highway,Evening,81.3,107.88,Yes,Not Applicable,Yes,No,17.4,Expired,Female,Fatal,4,2022,March,20:10
Tamil Nadu,Bike,Rainy,Damaged,Urban,Morning,49.1,74.78,Yes,Not Applicable,Yes,Yes,28.6,Expired,Male,Fatal,6,2021,March,11:43
Karnataka,Bike,Clear,Wet,Urban,Afternoon,56.5,82.09,Yes,Not Applicable,Yes,Yes,30.5,Yes,Female,Fatal,3,2019,June,15:12
Gujarat,Bike,Clear,Damaged,Highway,Morning,91.8,125.26,Yes,Not Applicable,No,Yes,31,Expired,Female,Fatal,4,2022,March,10:06
Tamil Nadu,Bike,Clear,Wet,Rural,Morning,59.6,82.47,No,Not Applicable,Yes,No,10.1,No,Male,Fatal,7,2022,June,10:15
